NACA 63115 Airfoil cl=1.00 T=15.0% P=15.0%
  1.000000 -0.000000
  0.999015  0.000188
  0.996065  0.000752
  0.991162  0.001690
  0.984329  0.002999
  0.975597  0.004677
  0.965004  0.006719
  0.952596  0.009119
  0.938429  0.011871
  0.922562  0.014968
  0.905063  0.018401
  0.886005  0.022160
  0.865467  0.026234
  0.843533  0.030608
  0.820290  0.035268
  0.795832  0.040194
  0.770254  0.045366
  0.743655  0.050759
  0.716138  0.056346
  0.687807  0.062093
  0.658769  0.067965
  0.629132  0.073921
  0.599008  0.079917
  0.568507  0.085904
  0.537743  0.091830
  0.506828  0.097639
  0.475878  0.103275
  0.445007  0.108679
  0.414329  0.113791
  0.383960  0.118553
  0.354013  0.122911
  0.324603  0.126809
  0.295843  0.130201
  0.267845  0.133043
  0.240718  0.135300
  0.214352  0.136955
  0.187206  0.137781
  0.159467  0.136925
  0.131852  0.133618
  0.105213  0.127392
  0.080464  0.118195
  0.058412  0.106411
  0.039592  0.092751
  0.024206  0.078056
  0.012206  0.063143
  0.003403  0.048718
 -0.002430  0.035365
 -0.005510  0.023543
 -0.006026  0.013591
 -0.004141  0.005720
  0.000000  0.000000
  0.006114 -0.003518
  0.013911 -0.004926
  0.023223 -0.004566
  0.033847 -0.002888
  0.045541 -0.000422
  0.058018  0.002274
  0.070967  0.004683
  0.084102  0.006401
  0.097260  0.007208
  0.110519  0.007065
  0.124274  0.006036
  0.139179  0.004170
  0.155986  0.001453
  0.175370 -0.002117
  0.197862 -0.006380
  0.223455 -0.010841
  0.250401 -0.014966
  0.278377 -0.018707
  0.307272 -0.022054
  0.336970 -0.025003
  0.367350 -0.027552
  0.398289 -0.029702
  0.429660 -0.031458
  0.461331 -0.032823
  0.493172 -0.033807
  0.525048 -0.034418
  0.556826 -0.034668
  0.588374 -0.034570
  0.619558 -0.034139
  0.650248 -0.033393
  0.680318 -0.032350
  0.709641 -0.031033
  0.738098 -0.029467
  0.765573 -0.027681
  0.791953 -0.025704
  0.817134 -0.023571
  0.841014 -0.021319
  0.863502 -0.018988
  0.884508 -0.016619
  0.903954 -0.014257
  0.921766 -0.011946
  0.937878 -0.009729
  0.952231 -0.007651
  0.964773 -0.005754
  0.975460 -0.004075
  0.984254 -0.002651
  0.991125 -0.001510
  0.996050 -0.000677
  0.999012 -0.000170
  1.000000  0.000000
