NACA 03115 Airfoil cl=0.05 T=15.0% P=15.0%
  1.000000 -0.000000
  0.999013  0.000180
  0.996058  0.000716
  0.991145  0.001604
  0.984293  0.002834
  0.975532  0.004392
  0.964894  0.006261
  0.952423  0.008424
  0.938167  0.010857
  0.922184  0.013538
  0.904536  0.016442
  0.885294  0.019543
  0.864533  0.022813
  0.842337  0.026226
  0.818791  0.029754
  0.793990  0.033368
  0.768031  0.037040
  0.741016  0.040742
  0.713053  0.044443
  0.684250  0.048113
  0.654722  0.051722
  0.624585  0.055236
  0.593958  0.058623
  0.562960  0.061849
  0.531714  0.064877
  0.500343  0.067672
  0.468970  0.070197
  0.437719  0.072417
  0.406713  0.074294
  0.376073  0.075797
  0.345920  0.076892
  0.316374  0.077552
  0.287550  0.077750
  0.259562  0.077468
  0.232521  0.076689
  0.206522  0.075403
  0.181585  0.073590
  0.157813  0.071217
  0.135332  0.068272
  0.114261  0.064756
  0.094713  0.060687
  0.076793  0.056099
  0.060595  0.051036
  0.046201  0.045550
  0.033679  0.039700
  0.023085  0.033544
  0.014460  0.027142
  0.007831  0.020546
  0.003211  0.013802
  0.000604  0.006945
  0.000000  0.000000
  0.001369 -0.006835
  0.004674 -0.013369
  0.009882 -0.019597
  0.016957 -0.025518
  0.025858 -0.031130
  0.036544 -0.036429
  0.048972 -0.041413
  0.063098 -0.046078
  0.078879 -0.050418
  0.096270 -0.054424
  0.115226 -0.058084
  0.135699 -0.061383
  0.157639 -0.064299
  0.180991 -0.066806
  0.205692 -0.068874
  0.231652 -0.070466
  0.258684 -0.071564
  0.286671 -0.072176
  0.315502 -0.072314
  0.345063 -0.071997
  0.375237 -0.071247
  0.405906 -0.070090
  0.436947 -0.068555
  0.468239 -0.066675
  0.499657 -0.064480
  0.531076 -0.062006
  0.562373 -0.059287
  0.593424 -0.056356
  0.624105 -0.053247
  0.654295 -0.049993
  0.683874 -0.046626
  0.712727 -0.043177
  0.740738 -0.039677
  0.767796 -0.036156
  0.793795 -0.032643
  0.818633 -0.029169
  0.842211 -0.025762
  0.864435 -0.022451
  0.885219 -0.019266
  0.904481 -0.016235
  0.922144 -0.013387
  0.938140 -0.010750
  0.952404 -0.008350
  0.964882 -0.006213
  0.975525 -0.004362
  0.984290 -0.002816
  0.991143 -0.001595
  0.996057 -0.000713
  0.999013 -0.000179
  1.000000  0.000000
