NACA 23105 Airfoil cl=0.40 T=5.0% P=15.0%
  1.000000 -0.000000
  0.999014  0.000063
  0.996058  0.000253
  0.991146  0.000569
  0.984297  0.001011
  0.975537  0.001579
  0.964904  0.002272
  0.952438  0.003089
  0.938190  0.004030
  0.922217  0.005092
  0.904582  0.006275
  0.885356  0.007576
  0.864615  0.008992
  0.842442  0.010521
  0.818923  0.012158
  0.794152  0.013897
  0.768226  0.015733
  0.741248  0.017656
  0.713324  0.019659
  0.684563  0.021731
  0.655078  0.023857
  0.624985  0.026026
  0.594402  0.028220
  0.563448  0.030422
  0.532245  0.032613
  0.500915  0.034773
  0.469579  0.036882
  0.438362  0.038917
  0.407384  0.040858
  0.376768  0.042683
  0.346634  0.044371
  0.317100  0.045902
  0.288281  0.047260
  0.260293  0.048427
  0.233244  0.049390
  0.207213  0.050136
  0.182079  0.050519
  0.157959  0.050260
  0.135027  0.049161
  0.113460  0.047119
  0.093428  0.044128
  0.075088  0.040266
  0.058577  0.035688
  0.044004  0.030600
  0.031452  0.025241
  0.020971  0.019864
  0.012592  0.014711
  0.006321  0.009997
  0.002149  0.005898
  0.000053  0.002543
  0.000000  0.000000
  0.001920 -0.001662
  0.005736 -0.002432
  0.011392 -0.002406
  0.018825 -0.001720
  0.027972 -0.000546
  0.038772  0.000925
  0.051168  0.002496
  0.065116  0.003973
  0.080584  0.005181
  0.097555  0.005976
  0.116027  0.006252
  0.136005  0.005954
  0.157494  0.005091
  0.180497  0.003747
  0.205002  0.002094
  0.230929  0.000393
  0.257954 -0.001196
  0.285939 -0.002662
  0.314776 -0.004000
  0.344349 -0.005207
  0.374542 -0.006282
  0.405234 -0.007223
  0.436305 -0.008029
  0.467630 -0.008701
  0.499085 -0.009240
  0.530545 -0.009648
  0.561885 -0.009927
  0.592979 -0.010081
  0.623705 -0.010113
  0.653939 -0.010029
  0.683562 -0.009833
  0.712456 -0.009534
  0.740506 -0.009140
  0.767601 -0.008658
  0.793634 -0.008101
  0.818501 -0.007479
  0.842105 -0.006805
  0.864353 -0.006094
  0.885157 -0.005359
  0.904435 -0.004617
  0.922111 -0.003883
  0.938117 -0.003173
  0.952389 -0.002502
  0.964873 -0.001886
  0.975519 -0.001339
  0.984287 -0.000872
  0.991141 -0.000497
  0.996056 -0.000223
  0.999013 -0.000056
  1.000000  0.000000
