NACA 22115 Airfoil cl=0.40 T=15.0% P=10.0%
  1.000000 -0.000000
  0.999015  0.000190
  0.996065  0.000759
  0.991162  0.001700
  0.984325  0.003006
  0.975582  0.004663
  0.964968  0.006656
  0.952525  0.008968
  0.938304  0.011578
  0.922360  0.014465
  0.904759  0.017604
  0.885569  0.020971
  0.864867  0.024541
  0.842735  0.028287
  0.819261  0.032183
  0.794537  0.036199
  0.768661  0.040309
  0.741734  0.044483
  0.713862  0.048691
  0.685155  0.052902
  0.655724  0.057082
  0.625686  0.061198
  0.595156  0.065214
  0.564255  0.069093
  0.533103  0.072796
  0.501821  0.076284
  0.470531  0.079517
  0.439355  0.082454
  0.408415  0.085057
  0.377830  0.087286
  0.347721  0.089106
  0.318206  0.090484
  0.289399  0.091390
  0.261414  0.091800
  0.234360  0.091695
  0.208346  0.091062
  0.183472  0.089893
  0.159838  0.088188
  0.137537  0.085951
  0.116164  0.083168
  0.094911  0.079487
  0.074481  0.074478
  0.055594  0.067965
  0.038882  0.060055
  0.024811  0.051089
  0.013649  0.041546
  0.005469  0.031934
  0.000197  0.022703
 -0.002330  0.014190
 -0.002319  0.006600
  0.000000  0.000000
  0.004292 -0.005515
  0.010215 -0.009956
  0.017516 -0.013571
  0.025948 -0.016646
  0.035294 -0.019462
  0.045412 -0.022255
  0.056291 -0.025193
  0.068099 -0.028373
  0.081192 -0.031848
  0.096072 -0.035629
  0.113323 -0.039643
  0.133494 -0.043641
  0.155615 -0.047263
  0.179104 -0.050436
  0.203869 -0.053148
  0.229813 -0.055391
  0.256833 -0.057164
  0.284822 -0.058469
  0.313670 -0.059316
  0.343262 -0.059719
  0.373480 -0.059696
  0.404204 -0.059269
  0.435312 -0.058462
  0.466678 -0.057303
  0.498179 -0.055820
  0.529687 -0.054043
  0.561078 -0.052002
  0.592225 -0.049729
  0.623004 -0.047253
  0.653293 -0.044604
  0.682970 -0.041813
  0.711917 -0.038907
  0.740020 -0.035917
  0.767166 -0.032872
  0.793248 -0.029800
  0.818163 -0.026730
  0.841812 -0.023692
  0.864102 -0.020717
  0.884944 -0.017832
  0.904258 -0.015069
  0.921968 -0.012458
  0.938003 -0.010027
  0.952302 -0.007804
  0.964809 -0.005817
  0.975475 -0.004090
  0.984258 -0.002644
  0.991125 -0.001499
  0.996049 -0.000670
  0.999011 -0.000168
  1.000000  0.000000
