NACA 23130 Airfoil cl=0.40 T=30.0% P=15.0%
  1.000000 -0.000000
  0.999015  0.000362
  0.996063  0.001444
  0.991158  0.003236
  0.984322  0.005720
  0.975583  0.008874
  0.964981  0.012667
  0.952560  0.017067
  0.938374  0.022035
  0.922482  0.027528
  0.904952  0.033503
  0.885856  0.039912
  0.865271  0.046707
  0.843282  0.053836
  0.819976  0.061249
  0.795446  0.068891
  0.769789  0.076710
  0.743104  0.084647
  0.715494  0.092644
  0.687066  0.100641
  0.657927  0.108572
  0.628187  0.116373
  0.597960  0.123971
  0.567357  0.131293
  0.536495  0.138265
  0.505487  0.144806
  0.474451  0.150839
  0.443503  0.156283
  0.412759  0.161060
  0.382335  0.165095
  0.352347  0.168316
  0.322910  0.170657
  0.294137  0.172063
  0.266141  0.172484
  0.239032  0.171885
  0.212740  0.170242
  0.186036  0.167450
  0.159119  0.163185
  0.132581  0.157180
  0.107041  0.149288
  0.083110  0.139506
  0.061349  0.127978
  0.042229  0.114975
  0.026094  0.100859
  0.013150  0.086032
  0.003469  0.070891
 -0.002990  0.055788
 -0.006356  0.041002
 -0.006820  0.026724
 -0.004614  0.013055
  0.000000  0.000000
  0.006588 -0.012174
  0.014706 -0.023258
  0.024069 -0.033411
  0.034407 -0.042797
  0.045474 -0.051572
  0.057073 -0.059865
  0.069079 -0.067763
  0.081464 -0.075315
  0.094323 -0.082531
  0.107873 -0.089402
  0.122446 -0.095917
  0.138450 -0.102065
  0.156334 -0.107834
  0.176540 -0.113184
  0.199475 -0.118012
  0.225141 -0.122101
  0.252105 -0.125254
  0.280084 -0.127465
  0.308966 -0.128755
  0.338636 -0.129152
  0.368975 -0.128694
  0.399860 -0.127425
  0.431164 -0.125395
  0.462758 -0.122658
  0.494513 -0.119273
  0.526296 -0.115300
  0.557976 -0.110799
  0.589422 -0.105832
  0.620503 -0.100460
  0.651090 -0.094744
  0.681059 -0.088743
  0.710285 -0.082519
  0.738650 -0.076130
  0.766038 -0.069635
  0.792339 -0.063095
  0.817448 -0.056570
  0.841265 -0.050120
  0.863698 -0.043808
  0.884658 -0.037696
  0.904065 -0.031845
  0.921846 -0.026319
  0.937933 -0.021178
  0.952267 -0.016480
  0.964796 -0.012281
  0.975473 -0.008633
  0.984262 -0.005581
  0.991129 -0.003164
  0.996052 -0.001414
  0.999012 -0.000355
  1.000000  0.000000
