0,0
-2.94E-04,1.75E-04
5.25E-04,6.59E-04
-7.05E-04,1.38E-03
8.39E-04,2.28E-03
-9.38E-04,3.32E-03
1.01E-03,4.44E-03
-1.05E-03,5.63E-03
0,0
1.07E-03,6.19E-03
-1.07E-03,6.18E-03
-1.17E-03,7.53E-03
1.25E-03,8.97E-03
-1.32E-03,1.05E-02
1.37E-03,1.21E-02
-1.42E-03,1.37E-02
1.45E-03,1.54E-02
-1.48E-03,1.71E-02
1.49E-03,1.89E-02
-1.50E-03,2.06E-02
1.50E-03,2.24E-02
-1.50E-03,2.41E-02
1.49E-03,2.59E-02
-1.48E-03,2.76E-02
1.46E-03,2.93E-02
-1.44E-03,3.10E-02
1.41E-03,3.26E-02
-1.39E-03,3.43E-02
1.36E-03,3.59E-02
-1.34E-03,3.74E-02
1.30E-03,3.90E-02
-1.28E-03,4.05E-02
1.24E-03,4.19E-02
-1.21E-03,4.33E-02
1.17E-03,4.47E-02
-1.15E-03,4.61E-02
1.11E-03,4.74E-02
-1.08E-03,4.86E-02
1.05E-03,4.99E-02
-1.02E-03,5.11E-02
9.85E-04,5.22E-02
-9.61E-04,5.34E-02
9.26E-04,5.44E-02
-9.04E-04,5.55E-02
8.70E-04,5.65E-02
-8.50E-04,5.75E-02
8.18E-04,5.85E-02
-7.99E-04,5.94E-02
7.70E-04,6.03E-02
-7.52E-04,6.12E-02
7.24E-04,6.20E-02
-7.09E-04,6.29E-02
6.82E-04,6.37E-02
-6.68E-04,6.45E-02
6.43E-04,6.52E-02
-6.30E-04,6.58E-02
6.27E-04,6.58E-02
