0,0.196516
0.393032,0.196516
0.786064,0.196516
1.179096,0.196516
1.572128,0.196516
1.96516,0.196516
2.358192,0.196516
2.751224,0.196516
3.144256,0.196516
3.537288,0.196516
3.93032,0.196516
4.323352,0.196516
4.716384,0.196516
5.109416,0.196516
5.502448,0.196516
5.89548,0.196516
6.288512,0.196516
6.681544,0.196516
7.074576,0.196516
7.467608,0.196516
7.86064,0.196516
8.24,0.196516
0,-0.196516
0.393032,-0.196516
0.786064,-0.196516
1.179096,-0.196516
1.572128,-0.196516
1.96516,-0.196516
2.358192,-0.196516
2.751224,-0.196516
3.144256,-0.196516
3.537288,-0.196516
3.93032,-0.196516
4.323352,-0.196516
4.716384,-0.196516
5.109416,-0.196516
5.502448,-0.196516
5.89548,-0.196516
6.288512,-0.196516
6.681544,-0.196516
7.074576,-0.196516
7.467608,-0.196516
7.86064,-0.196516
8.24,-0.196516
